"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"210","controller","src/controller/WizardContoller.java","3","115","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"211","controller","src/controller/WizardContoller.java","3","117","Avoid variables with short names like e","Naming Rules","ShortVariable"
"212","controller","src/controller/WizardFactory.java","3","8","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"213","controller","src/controller/WizardFactory.java","3","12","Local variable 'pageModel' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"214","controller","src/controller/WizardFactory.java","3","14","Local variable 'wizard' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"215","controller","src/controller/WizardFactory.java","3","15","Local variable 'wizardModel' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"216","controller","src/controller/WizardFactory.java","3","17","Local variable 'startPage' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"217","controller","src/controller/WizardFactory.java","3","22","Local variable 'fromNewPage' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"218","controller","src/controller/WizardFactory.java","3","28","Parameter 'pageModel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"219","controller","src/controller/WizardFactory.java","3","28","Parameter 'wizardModel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"220","controller","src/controller/WizardFactory.java","3","35","Parameter 'pageModel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"221","controller","src/controller/WizardFactory.java","3","35","Parameter 'wizardModel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"222","controller","src/controller/WizardFromNewPageController.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"223","controller","src/controller/WizardFromNewPageController.java","3","21","Private field 'page' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"224","controller","src/controller/WizardFromNewPageController.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"225","controller","src/controller/WizardFromNewPageController.java","3","22","Private field 'model' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"226","controller","src/controller/WizardFromNewPageController.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"227","controller","src/controller/WizardFromNewPageController.java","3","23","Private field 'pageModel' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"228","controller","src/controller/WizardFromNewPageController.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"229","controller","src/controller/WizardFromNewPageController.java","3","25","Private field 'actions' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"230","controller","src/controller/WizardFromNewPageController.java","3","27","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"231","controller","src/controller/WizardFromNewPageController.java","3","27","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"232","controller","src/controller/WizardFromNewPageController.java","3","27","Parameter 'pageModel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"233","controller","src/controller/WizardFromNewPageController.java","1","29","Overridable method 'getName' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"234","controller","src/controller/WizardFromNewPageController.java","3","48","Avoid variables with short names like e","Naming Rules","ShortVariable"
"235","controller","src/controller/WizardFromNewPageController.java","3","48","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"236","controller","src/controller/WizardFromNewPageController.java","3","71","Avoid variables with short names like e","Naming Rules","ShortVariable"
"237","controller","src/controller/WizardFromNewPageController.java","3","71","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"238","controller","src/controller/WizardPageController.java","3","11","Abstract classes should be named AbstractXXX","Naming Rules","AbstractNaming"
"239","controller","src/controller/WizardPageController.java","3","13","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"240","controller","src/controller/WizardStartPageController.java","3","25","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"241","controller","src/controller/WizardStartPageController.java","3","29","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"242","controller","src/controller/WizardStartPageController.java","3","30","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"243","controller","src/controller/WizardStartPageController.java","3","30","Private field 'model' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"244","controller","src/controller/WizardStartPageController.java","3","31","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"245","controller","src/controller/WizardStartPageController.java","3","31","Private field 'pageModel' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"246","controller","src/controller/WizardStartPageController.java","3","32","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"247","controller","src/controller/WizardStartPageController.java","3","32","Private field 'actions' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
